Match_ID,Innings,Batting_Team,Bowling_Team,Venue,Match_Format,Batsman_Name,Bowler_Name,Runs_Scored,Balls_Faced,Fours,Sixes,Total_Boundaries,Strike_Rate_Calc,Wickets_Taken,Overs_Numeric,Economy_Rate,Dismissal_Type,Player_Role,Match_Date_Clean,Match_Month,Match_Year
31887,1,New Zealand,New Zealand,Delhi,ODI,Warner,Starc,38,46,3,5,42,82.61,2,,,Not Out,,,,
88094,1,Afghanistan,New Zealand,Melbourne,Test,Faf,Woakes,54,112,21,3,102,48.21,-1,5.912401873,-1.01,LBW,Batsman,,,
94916,2,Sri Lanka,South Africa,Chennai,ODI,Rohit,Joseph,-1,52,17,1,74,-1.92,0,,,Hit Wicket,,2021-05-10,2021-05,2021
34518,2,New Zealand,New Zealand,Melbourne,Test,Root,Afridi,90,132,11,9,98,68.18,6,5.912401873,0.17,Not Out,,,,
55314,1,New Zealand,Afghanistan,,Test,Root,Southee,50,18,18,1,78,277.78,0,,,Unknown,All-Rounder,,,
32358,2,South Africa,South Africa,Johannesburg,Test,Warner,Bumrah,130,132,21,1,90,98.48,4,5.912401873,12.01,Unknown,Bowler,2020-01-01,2020-01,2020
22811,2,New Zealand,New Zealand,Chennai,Test,Babar,Bumrah,81,39,5,5,50,207.69,-1,,,Bowled,,2020-01-01,2020-01,2020
74033,1,New Zealand,West Indies,Kolkata,T20,Faf,Rabada,84,75,23,5,122,112,5,,,Not Out,,2020-01-01,2020-01,2020
72764,1,Afghanistan,Sri Lanka,Sydney,ODI,Smith,Southee,152,99,24,6,132,153.54,4,,,Bowled,Bowler,2021-05-10,2021-05,2021
44144,1,Bangladesh,England,,ODI,Warner,Bumrah,134,109,15,1,66,122.94,6,5.912401873,11.67,Caught,All-Rounder,,,
19058,2,India,West Indies,Mumbai,ODI,Root,Woakes,121,22,3,10,72,550,0,5.912401873,15.73,Caught,All-Rounder,,,
66987,2,Australia,New Zealand,Kolkata,T20,Warner,Rabada,129,54,24,8,144,238.89,-1,5.912401873,10.49,Caught,Batsman,2020-01-01,2020-01,2020
27190,2,New Zealand,South Africa,Mumbai,ODI,Root,Shami,59,57,18,2,84,103.51,5,,,Not Out,Bowler,,,
14354,2,New Zealand,Pakistan,Delhi,T20,Rohit,Joseph,162,97,21,10,144,167.01,-1,,,Run Out,Batsman,2021-05-10,2021-05,2021
48062,2,Sri Lanka,Afghanistan,London,Test,Faf,Rashid,116,60,9,10,96,193.33,2,5.912401873,10.99,Not Out,All-Rounder,2021-05-10,2021-05,2021
43291,2,India,India,Johannesburg,Test,Russell,Shami,103,81,24,8,144,127.16,5,,,Stumped,Batsman,2021-05-10,2021-05,2021
77114,2,New Zealand,Sri Lanka,London,T20,Babar,Rashid,157,55,17,10,128,285.45,5,,,Run Out,All-Rounder,2020-01-01,2020-01,2020
10332,1,Bangladesh,South Africa,,T20,Rohit,Afridi,109,98,18,5,102,111.22,1,,,Hit Wicket,,,,
95367,2,England,India,,T20,Kohli,Bumrah,127,132,13,6,88,96.21,2,5.912401873,3.72,Bowled,Batsman,2021-05-10,2021-05,2021
38157,2,Pakistan,Pakistan,Chennai,T20,Babar,Rabada,72,131,9,8,84,54.96,6,5.912401873,16.74,Hit Wicket,,2020-01-01,2020-01,2020
46953,2,India,Afghanistan,Johannesburg,ODI,Root,Starc,-9,38,2,1,14,-23.68,-1,,,Bowled,,2020-01-01,2020-01,2020
21017,2,England,India,Sydney,ODI,Nabi,Rabada,45,72,4,9,70,62.5,-1,,,Hit Wicket,Bowler,,,
77059,2,Sri Lanka,Afghanistan,Mumbai,Test,Warner,Joseph,55,49,10,7,82,112.24,4,,,Bowled,Batsman,2021-05-10,2021-05,2021
71284,1,West Indies,Pakistan,Johannesburg,Test,Root,Malinga,2,71,2,2,20,2.82,0,5.912401873,10.15,Hit Wicket,Bowler,2021-05-10,2021-05,2021
75803,2,Australia,Sri Lanka,Mumbai,T20,Williamson,Shami,148,21,1,1,10,704.76,5,,,LBW,All-Rounder,,,
48964,2,New Zealand,West Indies,Chennai,ODI,Faf,Joseph,29,87,6,11,90,33.33,0,,,Unknown,All-Rounder,2021-05-10,2021-05,2021
58818,1,Sri Lanka,Australia,Kolkata,T20,Rohit,Bumrah,54,23,24,13,174,234.78,5,5.912401873,-0.68,Bowled,Batsman,,,
18463,1,Australia,Pakistan,Melbourne,T20,Root,Starc,133,72,4,7,58,184.72,2,,,Not Out,,,,
91383,1,Bangladesh,India,Kolkata,Test,Smith,Rashid,66,149,19,10,136,44.3,6,5.912401873,0,Bowled,,2020-01-01,2020-01,2020
37486,1,Australia,New Zealand,Melbourne,ODI,Faf,Rashid,106,33,19,0,76,321.21,2,5.912401873,12.01,LBW,Batsman,,,
32937,2,Afghanistan,Bangladesh,Kolkata,Test,Williamson,Woakes,164,131,0,11,66,125.19,6,5.912401873,10.82,Caught,Batsman,,,
93713,1,South Africa,England,,T20,Babar,Afridi,112,112,24,1,102,100,1,,,Stumped,Batsman,,,
42796,2,Afghanistan,South Africa,Mumbai,Test,Faf,Southee,91,56,14,3,74,162.5,3,,,LBW,,,,
21613,2,Afghanistan,India,Mumbai,Test,Root,Starc,-4,62,15,7,102,-6.45,1,,,Run Out,Bowler,2020-01-01,2020-01,2020
27903,2,New Zealand,South Africa,Delhi,Test,Williamson,Rabada,6,99,14,4,80,6.06,-1,,,Bowled,Batsman,2021-05-10,2021-05,2021
23998,1,India,India,Kolkata,ODI,Root,Malinga,114,96,14,0,56,118.75,6,,,Unknown,Batsman,,,
68250,1,Sri Lanka,South Africa,London,Test,Smith,Afridi,91,90,24,11,162,101.11,5,,,Hit Wicket,All-Rounder,2021-05-10,2021-05,2021
43441,1,New Zealand,West Indies,Chennai,T20,Warner,Bumrah,134,77,12,9,102,174.03,2,,,Stumped,Bowler,,,
63749,1,Pakistan,Sri Lanka,Melbourne,ODI,Smith,Afridi,107,3,14,11,122,3566.67,2,,,LBW,Batsman,2021-05-10,2021-05,2021
66262,1,Australia,Sri Lanka,Melbourne,T20,Williamson,Starc,50,34,0,8,48,147.06,1,,,LBW,,,,
19446,1,New Zealand,West Indies,Sydney,ODI,Babar,Woakes,62,32,13,5,82,193.75,1,,,Stumped,Bowler,,,
73004,1,West Indies,South Africa,,ODI,Smith,Rashid,120,119,2,14,92,100.84,0,,,Hit Wicket,,2020-01-01,2020-01,2020
51952,1,Bangladesh,Bangladesh,London,ODI,Babar,Southee,162,113,5,13,98,143.36,6,5.912401873,4.74,Stumped,All-Rounder,,,
77760,1,Afghanistan,Sri Lanka,Chennai,Test,Russell,Starc,176,11,0,1,6,1600,5,,,Stumped,Batsman,,,
75143,2,New Zealand,New Zealand,Sydney,ODI,Rohit,Bumrah,175,97,4,6,52,180.41,4,,,Run Out,Batsman,,,
34922,1,South Africa,New Zealand,Delhi,Test,Babar,Malinga,21,77,18,0,72,27.27,1,5.912401873,1.69,Bowled,All-Rounder,2021-05-10,2021-05,2021
22624,1,Afghanistan,Sri Lanka,London,T20,Kohli,Woakes,56,1,2,13,86,5600,-1,5.912401873,14.55,Unknown,Bowler,2020-01-01,2020-01,2020
42458,2,Sri Lanka,Afghanistan,,ODI,Williamson,Starc,-10,90,13,0,52,-11.11,0,5.912401873,1.52,Not Out,,,,
98973,2,England,England,Mumbai,ODI,Russell,Rabada,93,119,0,8,48,78.15,4,,,LBW,All-Rounder,2020-01-01,2020-01,2020
95260,2,West Indies,South Africa,,ODI,Russell,Rashid,-3,44,1,2,16,-6.82,5,,,LBW,Bowler,2021-05-10,2021-05,2021
15026,1,New Zealand,Australia,Auckland,ODI,Williamson,Woakes,19,97,7,7,70,19.59,0,,,Unknown,Batsman,2021-05-10,2021-05,2021
89923,1,Australia,South Africa,Mumbai,T20,Warner,Southee,172,29,7,4,52,593.1,0,5.912401873,10.32,Hit Wicket,All-Rounder,2020-01-01,2020-01,2020
24872,1,South Africa,Bangladesh,London,Test,Kohli,Southee,45,128,5,1,26,35.16,1,5.912401873,3.38,Not Out,,,,
82423,1,West Indies,Sri Lanka,Sydney,T20,Babar,Starc,-5,123,9,1,42,-4.07,3,,,Stumped,All-Rounder,2021-05-10,2021-05,2021
79867,1,New Zealand,England,Mumbai,Test,Kohli,Shami,149,51,0,4,24,292.16,3,,,Unknown,Batsman,,,
45196,1,West Indies,Sri Lanka,Chennai,Test,Nabi,Woakes,56,140,16,11,130,40,2,5.912401873,13.7,Not Out,Bowler,2020-01-01,2020-01,2020
39162,2,India,Australia,Johannesburg,ODI,Williamson,Rashid,57,8,13,1,58,712.5,4,,,Stumped,,2021-05-10,2021-05,2021
57546,2,Australia,Pakistan,Mumbai,T20,Rohit,Rabada,17,69,24,2,108,24.64,2,,,Stumped,,2021-05-10,2021-05,2021
55515,1,West Indies,Afghanistan,Chennai,Test,Rohit,Rashid,98,114,11,9,98,85.96,6,5.912401873,13.02,Bowled,All-Rounder,2020-01-01,2020-01,2020
49796,1,West Indies,Australia,Auckland,Test,Russell,Starc,97,71,19,8,124,136.62,6,,,Caught,Bowler,2020-01-01,2020-01,2020
74579,2,India,Sri Lanka,Melbourne,ODI,Russell,Joseph,2,71,6,5,54,2.82,2,,,Not Out,Bowler,,,
48831,2,South Africa,South Africa,London,T20,Kohli,Rashid,76,87,4,13,94,87.36,4,,,Run Out,Bowler,2020-01-01,2020-01,2020
67320,2,New Zealand,West Indies,,ODI,Warner,Southee,56,48,22,14,172,116.67,-1,,,Not Out,All-Rounder,2021-05-10,2021-05,2021
69120,2,South Africa,Sri Lanka,Kolkata,Test,Nabi,Rabada,116,24,5,11,86,483.33,3,5.912401873,8.29,Not Out,Bowler,2021-05-10,2021-05,2021
34282,1,Afghanistan,Australia,Kolkata,ODI,Nabi,Woakes,27,124,12,8,96,21.77,6,5.912401873,3.38,Unknown,,,,
55484,2,England,Pakistan,Melbourne,T20,Nabi,Woakes,13,114,4,6,52,11.4,4,,,Run Out,,,,
91991,2,New Zealand,England,Melbourne,ODI,Nabi,Woakes,1,25,3,12,84,4,2,5.912401873,1.35,Unknown,Batsman,2020-01-01,2020-01,2020
61958,2,West Indies,Afghanistan,Kolkata,T20,Nabi,Joseph,-2,102,9,0,36,-1.96,1,,,LBW,,2021-05-10,2021-05,2021
12631,2,Afghanistan,Australia,Melbourne,Test,Rohit,Rashid,-10,114,12,11,114,-8.77,6,,,Caught,All-Rounder,2021-05-10,2021-05,2021
65580,2,Pakistan,Australia,Chennai,Test,Warner,Starc,137,33,20,1,86,415.15,1,5.912401873,1.35,Unknown,Bowler,2021-05-10,2021-05,2021
15634,2,Australia,Bangladesh,Chennai,T20,Smith,Starc,173,135,12,8,96,128.15,-1,5.912401873,12.69,Bowled,,,,
53230,1,England,New Zealand,Sydney,ODI,Kohli,Southee,70,109,19,12,148,64.22,5,5.912401873,6.26,Run Out,,,,
44479,2,Sri Lanka,England,Delhi,T20,Smith,Starc,21,1,6,14,108,2100,3,,,Stumped,Batsman,,,
26129,1,India,Bangladesh,Mumbai,T20,Nabi,Rashid,58,116,11,11,110,50,0,5.912401873,10.82,Stumped,All-Rounder,,,
38905,2,Sri Lanka,England,Kolkata,Test,Nabi,Woakes,73,81,17,13,146,90.12,0,,,LBW,All-Rounder,2020-01-01,2020-01,2020
16145,1,Afghanistan,South Africa,Chennai,ODI,Warner,Malinga,109,15,24,2,108,726.67,6,5.912401873,1.35,Run Out,,2020-01-01,2020-01,2020
15664,1,Afghanistan,India,Melbourne,T20,Rohit,Afridi,170,17,20,13,158,1000,3,,,Run Out,All-Rounder,2021-05-10,2021-05,2021
83761,2,Sri Lanka,India,,T20,Smith,Woakes,145,31,2,7,50,467.74,0,,,Run Out,Bowler,,,
75121,1,Afghanistan,Afghanistan,Sydney,ODI,Warner,Afridi,-4,126,4,6,52,-3.17,3,5.912401873,8.8,Unknown,All-Rounder,2020-01-01,2020-01,2020
77621,1,Afghanistan,Australia,,Test,Faf,Joseph,125,31,24,10,156,403.23,1,5.912401873,-0.85,Not Out,Batsman,,,
61326,1,New Zealand,Sri Lanka,Melbourne,Test,Rohit,Starc,140,105,1,5,34,133.33,6,,,LBW,Batsman,2020-01-01,2020-01,2020
19933,2,Australia,India,Melbourne,ODI,Babar,Joseph,-4,84,7,9,82,-4.76,-1,5.912401873,9.13,LBW,Bowler,2021-05-10,2021-05,2021
30627,2,India,Sri Lanka,Mumbai,Test,Kohli,Starc,96,21,0,7,42,457.14,1,,,LBW,All-Rounder,2020-01-01,2020-01,2020
98019,1,England,Afghanistan,London,Test,Nabi,Malinga,141,26,15,7,102,542.31,2,,,Unknown,Batsman,,,
57264,2,West Indies,West Indies,Melbourne,ODI,Babar,Rabada,165,106,22,9,142,155.66,6,5.912401873,13.87,Bowled,All-Rounder,,,
55689,2,Afghanistan,South Africa,Mumbai,ODI,Warner,Afridi,71,119,15,7,102,59.66,2,,,Hit Wicket,Batsman,,,
58172,1,South Africa,New Zealand,Chennai,Test,Kohli,Rabada,77,0,22,14,172,,4,,,LBW,All-Rounder,,,
63743,2,South Africa,Afghanistan,Johannesburg,Test,Nabi,Woakes,66,140,6,0,24,47.14,5,,,Run Out,All-Rounder,2020-01-01,2020-01,2020
10449,1,Afghanistan,Sri Lanka,Delhi,T20,Root,Woakes,179,133,22,12,160,134.59,-1,,,Run Out,Bowler,,,
63997,2,Afghanistan,Bangladesh,,Test,Warner,Joseph,-3,140,15,6,96,-2.14,-1,,,Bowled,Bowler,2020-01-01,2020-01,2020
58139,1,Pakistan,Australia,London,T20,Rohit,Malinga,162,77,15,10,120,210.39,6,5.912401873,-1.18,Stumped,All-Rounder,2021-05-10,2021-05,2021
40415,1,Pakistan,Australia,Mumbai,ODI,Russell,Rashid,30,135,2,7,50,22.22,-1,5.912401873,15.05,Run Out,Bowler,2020-01-01,2020-01,2020
98330,1,Sri Lanka,West Indies,Johannesburg,T20,Babar,Afridi,100,19,2,13,86,526.32,5,5.912401873,4.23,Stumped,,2020-01-01,2020-01,2020
39844,1,Afghanistan,New Zealand,London,Test,Warner,Rabada,8,61,1,1,10,13.11,6,5.912401873,12.35,LBW,Bowler,,,
12763,1,Australia,Sri Lanka,Mumbai,T20,Kohli,Joseph,8,24,24,3,114,33.33,1,5.912401873,12.01,Stumped,All-Rounder,,,
21971,2,Sri Lanka,South Africa,Johannesburg,Test,Williamson,Woakes,127,31,18,11,138,409.68,-1,5.912401873,15.56,Not Out,Bowler,,,
74489,2,Pakistan,India,London,Test,Root,Shami,24,112,5,11,86,21.43,1,5.912401873,-1.18,Unknown,All-Rounder,2020-01-01,2020-01,2020
65790,2,New Zealand,Bangladesh,Mumbai,Test,Nabi,Rabada,-1,126,3,5,42,-0.79,4,,,Unknown,,2021-05-10,2021-05,2021
66080,1,India,India,Melbourne,ODI,Root,Joseph,61,118,9,3,54,51.69,4,5.912401873,16.58,Hit Wicket,Batsman,,,
70666,1,Sri Lanka,India,Sydney,T20,Smith,Rabada,161,68,10,10,100,236.76,2,,,Not Out,All-Rounder,2021-05-10,2021-05,2021
68556,2,England,Australia,Mumbai,T20,Russell,Southee,129,137,2,1,14,94.16,0,5.912401873,6.93,Run Out,All-Rounder,2021-05-10,2021-05,2021
52183,2,West Indies,South Africa,London,T20,Williamson,Afridi,175,63,4,12,88,277.78,0,5.912401873,6.77,Bowled,,,,
20681,1,South Africa,Pakistan,Chennai,T20,Rohit,Joseph,141,131,4,1,22,107.63,1,,,Unknown,All-Rounder,2021-05-10,2021-05,2021
69741,2,New Zealand,Pakistan,London,Test,Rohit,Malinga,-4,33,0,1,6,-12.12,2,,,Not Out,All-Rounder,2021-05-10,2021-05,2021
61320,2,Afghanistan,India,Melbourne,T20,Nabi,Joseph,9,104,14,1,62,8.65,4,,,Caught,All-Rounder,,,
93570,2,New Zealand,India,Johannesburg,T20,Russell,Bumrah,4,148,22,6,124,2.7,3,,,Stumped,Bowler,,,
96167,1,Sri Lanka,Afghanistan,Melbourne,ODI,Babar,Rashid,8,82,23,8,140,9.76,6,5.912401873,0.85,Stumped,Batsman,2020-01-01,2020-01,2020
30650,1,England,Australia,Chennai,ODI,Babar,Starc,0,134,22,13,166,0,3,5.912401873,2.54,Hit Wicket,Bowler,2021-05-10,2021-05,2021
28768,1,India,Australia,,T20,Babar,Southee,-9,120,0,9,54,-7.5,4,,,Caught,,2020-01-01,2020-01,2020
65389,1,India,India,Sydney,ODI,Warner,Woakes,158,57,5,11,86,277.19,4,,,Stumped,All-Rounder,2020-01-01,2020-01,2020
35576,1,Sri Lanka,Afghanistan,Auckland,ODI,Williamson,Bumrah,37,52,13,8,100,71.15,3,,,Stumped,All-Rounder,2020-01-01,2020-01,2020
74627,2,Afghanistan,Bangladesh,Delhi,ODI,Babar,Starc,30,120,17,5,98,25,2,,,Stumped,All-Rounder,2021-05-10,2021-05,2021
17914,2,Australia,England,Delhi,Test,Russell,Afridi,109,84,15,9,114,129.76,5,5.912401873,12.35,LBW,All-Rounder,2021-05-10,2021-05,2021
48337,2,Sri Lanka,Bangladesh,Kolkata,ODI,Warner,Southee,138,80,16,2,76,172.5,2,,,LBW,,2021-05-10,2021-05,2021
65293,1,Bangladesh,South Africa,London,ODI,Smith,Bumrah,54,45,7,10,88,120,-1,,,Stumped,Bowler,2020-01-01,2020-01,2020
43951,1,India,England,Sydney,T20,Kohli,Rabada,95,80,3,10,72,118.75,3,5.912401873,14.38,Caught,Bowler,,,
61624,1,South Africa,New Zealand,Melbourne,T20,Smith,Afridi,132,14,18,11,138,942.86,4,,,Unknown,Bowler,2020-01-01,2020-01,2020
35610,1,Afghanistan,Australia,Kolkata,Test,Warner,Joseph,170,135,0,6,36,125.93,0,5.912401873,2.54,Stumped,Bowler,2021-05-10,2021-05,2021
33488,2,Australia,India,Chennai,ODI,Warner,Malinga,39,48,10,14,124,81.25,0,,,Hit Wicket,Bowler,2020-01-01,2020-01,2020
28547,2,England,West Indies,London,T20,Smith,Southee,8,52,8,10,92,15.38,3,5.912401873,13.02,Stumped,,2021-05-10,2021-05,2021
37921,1,South Africa,England,London,Test,Rohit,Woakes,6,114,7,7,70,5.26,4,5.912401873,7.61,Caught,Bowler,2021-05-10,2021-05,2021
13079,1,Afghanistan,Sri Lanka,Auckland,T20,Rohit,Joseph,177,36,23,11,158,491.67,1,,,Run Out,,2021-05-10,2021-05,2021
21546,1,South Africa,West Indies,Auckland,T20,Warner,Starc,85,82,7,8,76,103.66,0,5.912401873,9.47,Not Out,Batsman,2021-05-10,2021-05,2021
40929,2,Australia,Pakistan,Delhi,ODI,Smith,Starc,135,37,20,13,158,364.86,2,,,LBW,,2021-05-10,2021-05,2021
55569,1,Pakistan,West Indies,,T20,Warner,Rashid,102,96,4,3,34,106.25,4,,,Caught,,2020-01-01,2020-01,2020
23904,1,Sri Lanka,Pakistan,Melbourne,ODI,Root,Woakes,177,103,14,12,128,171.84,4,,,Bowled,,2020-01-01,2020-01,2020
72410,2,New Zealand,Australia,Melbourne,ODI,Rohit,Southee,143,60,23,4,116,238.33,3,,,Stumped,Bowler,,,
33853,1,England,New Zealand,London,T20,Warner,Joseph,63,96,21,0,84,65.62,0,,,Stumped,All-Rounder,,,
74709,2,Pakistan,West Indies,Chennai,Test,Smith,Southee,151,127,23,4,116,118.9,4,,,Bowled,,2021-05-10,2021-05,2021
38036,1,Sri Lanka,England,Melbourne,T20,Rohit,Afridi,71,6,17,14,152,1183.33,6,,,Run Out,All-Rounder,,,
40379,2,India,Australia,Mumbai,Test,Kohli,Southee,50,6,11,9,98,833.33,6,,,Hit Wicket,All-Rounder,2020-01-01,2020-01,2020
72306,2,Bangladesh,South Africa,Sydney,T20,Williamson,Bumrah,47,58,1,6,40,81.03,5,,,Caught,,2021-05-10,2021-05,2021
35970,2,Bangladesh,Sri Lanka,Johannesburg,ODI,Nabi,Southee,52,148,5,10,80,35.14,-1,5.912401873,12.85,Not Out,Bowler,2021-05-10,2021-05,2021
81127,1,England,New Zealand,Chennai,Test,Russell,Bumrah,47,31,10,11,106,151.61,-1,5.912401873,1.52,Run Out,,2021-05-10,2021-05,2021
57261,2,New Zealand,Pakistan,Melbourne,T20,Smith,Woakes,172,74,19,1,82,232.43,5,,,Not Out,Bowler,,,
89923,2,Australia,West Indies,Johannesburg,T20,Williamson,Starc,137,95,1,10,64,144.21,4,,,Unknown,Batsman,2021-05-10,2021-05,2021
78910,1,Bangladesh,India,Sydney,ODI,Nabi,Shami,49,65,6,4,48,75.38,2,5.912401873,8.46,Bowled,All-Rounder,,,
98611,1,Bangladesh,Afghanistan,Sydney,T20,Kohli,Malinga,50,137,18,8,120,36.5,1,,,Stumped,,,,
11823,2,England,India,Kolkata,ODI,Warner,Bumrah,159,77,11,11,110,206.49,6,,,Stumped,All-Rounder,,,
96753,2,New Zealand,Sri Lanka,Mumbai,Test,Nabi,Afridi,38,54,8,2,44,70.37,-1,,,Bowled,,2020-01-01,2020-01,2020
16955,2,India,South Africa,Auckland,T20,Faf,Bumrah,6,8,14,1,62,75,6,5.912401873,0.68,Bowled,Batsman,2020-01-01,2020-01,2020
96415,2,Pakistan,Pakistan,Kolkata,T20,Smith,Southee,71,82,21,4,108,86.59,4,5.912401873,-0.68,Not Out,All-Rounder,,,
50799,2,West Indies,South Africa,Kolkata,ODI,Faf,Starc,9,2,24,10,156,450,4,,,Not Out,,,,
19872,1,Sri Lanka,England,Mumbai,ODI,Kohli,Rabada,56,31,18,8,120,180.65,4,,,Bowled,,,,
47535,1,Pakistan,India,Delhi,T20,Babar,Southee,109,53,23,9,146,205.66,1,,,Not Out,All-Rounder,,,
71453,2,England,West Indies,London,Test,Nabi,Rashid,11,75,23,3,110,14.67,1,,,Unknown,,2020-01-01,2020-01,2020
34008,2,Afghanistan,South Africa,Delhi,ODI,Warner,Bumrah,157,22,24,0,96,713.64,-1,,,Run Out,Batsman,,,
37788,2,Bangladesh,Afghanistan,Delhi,Test,Root,Rashid,42,13,11,5,74,323.08,0,,,Stumped,Batsman,2020-01-01,2020-01,2020
66305,1,Bangladesh,New Zealand,,Test,Root,Southee,49,66,3,8,60,74.24,4,,,Unknown,All-Rounder,,,
88463,1,New Zealand,Bangladesh,,Test,Smith,Malinga,24,137,4,3,34,17.52,1,,,Unknown,Batsman,2020-01-01,2020-01,2020
70171,1,Sri Lanka,Afghanistan,Melbourne,ODI,Smith,Bumrah,21,67,22,12,160,31.34,0,,,Unknown,Batsman,,,
58812,2,Australia,New Zealand,Johannesburg,ODI,Rohit,Rashid,71,78,14,8,104,91.03,3,,,Not Out,Bowler,2021-05-10,2021-05,2021
22784,1,England,Afghanistan,Kolkata,Test,Root,Starc,38,51,8,14,116,74.51,3,,,LBW,,,,
79597,2,Pakistan,England,Auckland,ODI,Warner,Malinga,66,98,23,10,152,67.35,1,5.912401873,11.67,Caught,Bowler,2021-05-10,2021-05,2021
65091,1,New Zealand,Bangladesh,Delhi,T20,Root,Rabada,105,48,14,6,92,218.75,6,,,Stumped,,2020-01-01,2020-01,2020
26020,1,Australia,Australia,Auckland,Test,Babar,Shami,46,43,22,0,88,106.98,-1,5.912401873,5.41,LBW,,2020-01-01,2020-01,2020
36234,1,England,Sri Lanka,Delhi,T20,Root,Shami,50,127,14,5,86,39.37,2,,,Bowled,,,,
15408,2,Bangladesh,New Zealand,Melbourne,ODI,Nabi,Rabada,164,132,18,1,78,124.24,-1,,,Unknown,Batsman,2020-01-01,2020-01,2020
85248,1,England,Australia,Kolkata,T20,Russell,Southee,96,91,18,7,114,105.49,0,,,Caught,Bowler,,,
21422,1,Afghanistan,Pakistan,Delhi,Test,Warner,Starc,-1,142,3,6,48,-0.7,0,,,Hit Wicket,All-Rounder,,,
83762,2,Bangladesh,England,Sydney,T20,Faf,Southee,20,135,16,6,100,14.81,2,,,Hit Wicket,All-Rounder,2021-05-10,2021-05,2021
22106,1,Sri Lanka,India,Auckland,ODI,Babar,Malinga,94,112,12,12,120,83.93,1,,,Stumped,,,,
67488,2,West Indies,England,Chennai,T20,Nabi,Woakes,8,120,12,3,66,6.67,6,,,Caught,All-Rounder,,,
82271,1,New Zealand,Sri Lanka,London,Test,Root,Shami,61,19,6,0,24,321.05,5,,,Unknown,,2020-01-01,2020-01,2020
29475,2,South Africa,New Zealand,Melbourne,T20,Warner,Afridi,165,133,24,13,174,124.06,3,5.912401873,10.99,Not Out,Bowler,2021-05-10,2021-05,2021
80106,2,Australia,England,London,ODI,Root,Afridi,61,0,4,6,52,,1,5.912401873,3.38,Run Out,All-Rounder,,,
21511,2,India,Australia,London,ODI,Rohit,Rashid,49,122,11,4,68,40.16,6,,,Unknown,Bowler,2021-05-10,2021-05,2021
14429,1,Pakistan,New Zealand,Johannesburg,T20,Warner,Joseph,123,99,9,4,60,124.24,2,,,Hit Wicket,Batsman,2020-01-01,2020-01,2020
17189,2,Sri Lanka,Sri Lanka,Delhi,Test,Warner,Bumrah,109,33,14,8,104,330.3,1,5.912401873,6.09,Caught,Batsman,2020-01-01,2020-01,2020
26821,1,England,Australia,Kolkata,T20,Faf,Shami,88,16,21,2,96,550,5,,,Stumped,,,,
60032,1,South Africa,Sri Lanka,Chennai,Test,Kohli,Afridi,46,88,20,4,104,52.27,-1,,,Unknown,,,,
57562,1,Bangladesh,England,Johannesburg,T20,Rohit,Rashid,26,60,21,9,138,43.33,-1,,,Bowled,Batsman,2021-05-10,2021-05,2021
44000,1,Australia,New Zealand,Mumbai,ODI,Nabi,Southee,167,58,0,10,60,287.93,2,,,Hit Wicket,Bowler,2021-05-10,2021-05,2021
14466,1,West Indies,South Africa,Johannesburg,Test,Williamson,Woakes,14,91,21,1,90,15.38,-1,,,Bowled,Bowler,,,
79712,2,South Africa,India,,Test,Kohli,Malinga,-5,78,7,10,88,-6.41,-1,5.912401873,16.24,Caught,,,,
34522,2,South Africa,West Indies,London,Test,Faf,Southee,44,131,20,4,104,33.59,5,5.912401873,0.85,Unknown,All-Rounder,,,
31199,1,England,Pakistan,Johannesburg,ODI,Warner,Woakes,99,147,16,4,88,67.35,4,5.912401873,11.67,Hit Wicket,Bowler,2021-05-10,2021-05,2021
93284,2,Australia,South Africa,Mumbai,ODI,Faf,Bumrah,178,148,15,1,66,120.27,6,,,Unknown,,,,
93936,1,West Indies,England,Auckland,ODI,Williamson,Rashid,91,40,4,8,64,227.5,3,,,Not Out,Batsman,2021-05-10,2021-05,2021
60316,2,Pakistan,Sri Lanka,Auckland,T20,Root,Rabada,13,73,9,2,48,17.81,2,,,Unknown,All-Rounder,2020-01-01,2020-01,2020
50048,2,South Africa,Afghanistan,Kolkata,T20,Nabi,Bumrah,19,43,13,11,118,44.19,5,5.912401873,-0.17,Unknown,Batsman,,,
53772,2,England,Pakistan,Delhi,T20,Kohli,Southee,40,31,1,12,76,129.03,0,,,Stumped,,,,
37676,2,New Zealand,Pakistan,,Test,Kohli,Starc,160,102,0,0,0,156.86,1,,,Hit Wicket,Batsman,2021-05-10,2021-05,2021
87262,1,South Africa,West Indies,Johannesburg,Test,Russell,Southee,143,25,4,10,76,572,4,5.912401873,14.04,Bowled,Batsman,2020-01-01,2020-01,2020
49561,1,England,England,Chennai,Test,Babar,Rabada,118,149,9,3,54,79.19,5,5.912401873,12.18,Caught,All-Rounder,2020-01-01,2020-01,2020
51870,1,Afghanistan,South Africa,Kolkata,Test,Williamson,Rashid,164,39,23,3,110,420.51,0,5.912401873,-0.34,Hit Wicket,,,,
60298,2,India,England,Auckland,ODI,Warner,Afridi,8,58,3,4,36,13.79,0,5.912401873,3.72,Stumped,Bowler,2021-05-10,2021-05,2021
52346,2,Afghanistan,Australia,Mumbai,Test,Smith,Southee,153,49,20,2,92,312.24,5,,,Bowled,All-Rounder,,,
57610,2,England,New Zealand,Kolkata,T20,Faf,Afridi,51,72,24,7,138,70.83,3,,,Unknown,All-Rounder,,,
